# KPS9566.TXT
0x8F42	0xBD16	# 봖
0x8F43	0xBD17	# 봗
0x8F44	0xBD18	# 봘
0x8F45	0xBD19	# 봙
0x8F46	0xBD1A	# 봚
0x8F47	0xBD1B	# 봛
0x8F48	0xBD1C	# 봜
0x8F49	0xBD1D	# 봝
0x8F4A	0xBD1E	# 봞
0x8F4B	0xBD1F	# 봟
0x8F4C	0xBD20	# 봠
0x8F4D	0xBD22	# 봢
0x8F4E	0xBD25	# 봥
0x8F4F	0xBD26	# 봦
0x8F50	0xBD27	# 봧
0x8F51	0xBD28	# 봨
0x8F52	0xBD29	# 봩
0x8F53	0xBD2A	# 봪
0x8F54	0xBD2B	# 봫
0x8F55	0xBD12	# 봒
0x8F56	0xBD9D	# 붝
0x8F57	0xBD9F	# 붟
0x8F58	0xBDA0	# 붠
0x8F59	0xBDA1	# 붡
0x8F5A	0xBDA2	# 붢
0x8F61	0xBDA3	# 붣
0x8F62	0xBDA5	# 붥
0x8F63	0xBDA6	# 붦
0x8F64	0xBDA7	# 붧
0x8F65	0xBDA8	# 붨
0x8F66	0xBDA9	# 붩
0x8F67	0xBDAA	# 붪
0x8F68	0xBDAB	# 붫
0x8F69	0xBDAC	# 붬
0x8F6A	0xBDAD	# 붭
0x8F6B	0xBDAE	# 붮
0x8F6C	0xBDB1	# 붱
0x8F6D	0xBDB2	# 붲
0x8F6E	0xBDB3	# 붳
0x8F6F	0xBDB5	# 붵
0x8F70	0xBDB6	# 붶
0x8F71	0xBDB7	# 붷
0x8F72	0xBD9E	# 붞
0x8F73	0xBD2D	# 봭
0x8F74	0xBD2F	# 봯
0x8F75	0xBD31	# 봱
0x8F76	0xBD32	# 봲
0x8F77	0xBD33	# 봳
0x8F78	0xBD34	# 봴
0x8F79	0xBD35	# 봵
0x8F7A	0xBD36	# 봶
0x8F81	0xBD37	# 봷
0x8F82	0xBD38	# 봸
0x8F83	0xBD39	# 봹
0x8F84	0xBD3A	# 봺
0x8F85	0xBD3B	# 봻
0x8F86	0xBD3C	# 봼
0x8F87	0xBD3D	# 봽
0x8F88	0xBD3E	# 봾
0x8F89	0xBD3F	# 봿
0x8F8A	0xBD41	# 뵁
0x8F8B	0xBD42	# 뵂
0x8F8C	0xBD43	# 뵃
0x8F8D	0xBD44	# 뵄
0x8F8E	0xBD45	# 뵅
0x8F8F	0xBD46	# 뵆
0x8F90	0xBD47	# 뵇
0x8F91	0xBD2E	# 봮
0x8F92	0xBDB9	# 붹
0x8F93	0xBDBB	# 붻
0x8F94	0xBDBC	# 붼
0x8F95	0xBDBD	# 붽
0x8F96	0xBDBE	# 붾
0x8F97	0xBDBF	# 붿
0x8F98	0xBDC0	# 뷀
0x8F99	0xBDC1	# 뷁
0x8F9A	0xBDC2	# 뷂
0x8F9B	0xBDC3	# 뷃
0x8F9C	0xBDC4	# 뷄
0x8F9D	0xBDC5	# 뷅
0x8F9E	0xBDC6	# 뷆
0x8F9F	0xBDC7	# 뷇
0x8FA0	0xBDC8	# 뷈
0x8FA1	0xBDC9	# 뷉
0x8FA2	0xBDCA	# 뷊
0x8FA3	0xBDCB	# 뷋
0x8FA4	0xBDCD	# 뷍
0x8FA5	0xBDCE	# 뷎
0x8FA6	0xBDCF	# 뷏
0x8FA7	0xBDD0	# 뷐
0x8FA8	0xBDD1	# 뷑
0x8FA9	0xBDD2	# 뷒
0x8FAA	0xBDD3	# 뷓
0x8FAB	0xBDBA	# 붺
0x8FAC	0xBDCC	# 뷌
0x8FAD	0xC0B1	# 삱
0x8FAE	0xC0B2	# 삲
0x8FAF	0xC0B7	# 삷
0x8FB0	0xC0B8	# 삸
0x8FB1	0xC0B9	# 삹
0x8FB2	0xC0BA	# 삺
0x8FB3	0xC0BB	# 삻
0x8FB4	0xC0BE	# 삾
0x8FB5	0xC0C2	# 샂
0x8FB6	0xC0C3	# 샃
0x8FB7	0xC0C4	# 샄
0x8FB8	0xC0C6	# 샆
0x8FB9	0xC0C7	# 샇
0x8FBA	0xC0AE	# 삮
0x8FBB	0xC0E7	# 샧
0x8FBC	0xC0E9	# 샩
0x8FBD	0xC0EA	# 샪
0x8FBE	0xC0EB	# 샫
0x8FBF	0xC0ED	# 샭
0x8FC0	0xC0EE	# 샮
0x8FC1	0xC0EF	# 샯
0x8FC2	0xC0F0	# 샰
0x8FC3	0xC0F1	# 샱
0x8FC4	0xC0F2	# 샲
0x8FC5	0xC0F3	# 샳
0x8FC6	0xC0F6	# 샶
0x8FC7	0xC0FA	# 샺
0x8FC8	0xC0FB	# 샻
0x8FC9	0xC0FC	# 샼
0x8FCA	0xC0FD	# 샽
0x8FCB	0xC0FE	# 샾
0x8FCC	0xC0FF	# 샿
0x8FCD	0xC0E6	# 샦
0x8FCE	0xC0F8	# 샸
0x8FCF	0xC121	# 섡
0x8FD0	0xC122	# 섢
0x8FD1	0xC125	# 섥
0x8FD2	0xC128	# 섨
0x8FD3	0xC129	# 섩
0x8FD4	0xC12A	# 섪
0x8FD5	0xC12B	# 섫
0x8FD6	0xC12E	# 섮
0x8FD7	0xC132	# 섲
0x8FD8	0xC133	# 섳
0x8FD9	0xC134	# 섴
0x8FDA	0xC135	# 섵
0x8FDB	0xC137	# 섷
0x8FDC	0xC157	# 셗
0x8FDD	0xC159	# 셙
0x8FDE	0xC15A	# 셚
0x8FDF	0xC15B	# 셛
0x8FE0	0xC15D	# 셝
0x8FE1	0xC15E	# 셞
0x8FE2	0xC15F	# 셟
0x8FE3	0xC160	# 셠
0x8FE4	0xC161	# 셡
0x8FE5	0xC162	# 셢
0x8FE6	0xC163	# 셣
0x8FE7	0xC166	# 셦
0x8FE8	0xC16A	# 셪
0x8FE9	0xC16B	# 셫
0x8FEA	0xC16C	# 셬
0x8FEB	0xC16D	# 셭
0x8FEC	0xC16E	# 셮
0x8FED	0xC16F	# 셯
0x8FEE	0xC156	# 셖
0x8FEF	0xC18F	# 솏
0x8FF0	0xC191	# 솑
0x8FF1	0xC192	# 솒
0x8FF2	0xC195	# 솕
0x8FF3	0xC197	# 솗
0x8FF4	0xC198	# 솘
0x8FF5	0xC199	# 솙
0x8FF6	0xC19A	# 솚
0x8FF7	0xC19B	# 솛
0x8FF8	0xC19E	# 솞
0x8FF9	0xC1A2	# 솢
0x8FFA	0xC1A3	# 솣
0x8FFB	0xC1A4	# 솤
0x8FFC	0xC1A6	# 솦
0x8FFD	0xC1A7	# 솧
0x8FFE	0xC1A0	# 솠
0x9041	0xC1FF	# 쇿
0x9042	0xC201	# 숁
0x9043	0xC202	# 숂
0x9044	0xC203	# 숃
0x9045	0xC205	# 숅
0x9046	0xC206	# 숆
0x9047	0xC207	# 숇
0x9048	0xC208	# 숈
0x9049	0xC209	# 숉
0x904A	0xC20A	# 숊
0x904B	0xC20B	# 숋
0x904C	0xC20E	# 숎
0x904D	0xC212	# 숒
0x904E	0xC213	# 숓
0x904F	0xC214	# 숔
0x9050	0xC215	# 숕
0x9051	0xC216	# 숖
0x9052	0xC217	# 숗
0x9053	0xC1FE	# 쇾
0x9054	0xC210	# 숐
0x9055	0xC21B	# 숛
0x9056	0xC21D	# 숝
0x9057	0xC21E	# 숞
0x9058	0xC221	# 숡
0x9059	0xC222	# 숢
0x905A	0xC223	# 숣
0x9061	0xC224	# 숤
0x9062	0xC225	# 숥
0x9063	0xC226	# 숦
0x9064	0xC227	# 숧
0x9065	0xC22A	# 숪
0x9066	0xC22E	# 숮
0x9067	0xC230	# 숰
0x9068	0xC233	# 숳
0x9069	0xC21A	# 숚
0x906A	0xC22C	# 숬
0x906B	0xC28B	# 슋
0x906C	0xC28D	# 슍
0x906D	0xC28E	# 슎
0x906E	0xC28F	# 슏
0x906F	0xC291	# 슑
0x9070	0xC292	# 슒
0x9071	0xC293	# 슓
0x9072	0xC294	# 슔
0x9073	0xC295	# 슕
0x9074	0xC296	# 슖
0x9075	0xC297	# 슗
0x9076	0xC29A	# 슚
0x9077	0xC29E	# 슞
0x9078	0xC29F	# 슟
0x9079	0xC2A0	# 슠
0x907A	0xC2A1	# 슡
0x9081	0xC2A2	# 슢
0x9082	0xC2A3	# 슣
0x9083	0xC28A	# 슊
0x9084	0xC29C	# 슜
0x9085	0xC2A7	# 슧
0x9086	0xC2A9	# 슩
0x9087	0xC2AA	# 슪
0x9088	0xC2AB	# 슫
0x9089	0xC2AE	# 슮
0x908A	0xC2AF	# 슯
0x908B	0xC2B0	# 슰
0x908C	0xC2B1	# 슱
0x908D	0xC2B6	# 슶
0x908E	0xC2BA	# 슺
0x908F	0xC2BB	# 슻
0x9090	0xC2BC	# 슼
0x9091	0xC2BD	# 슽
0x9092	0xC2BE	# 슾
0x9093	0xC2BF	# 슿
0x9094	0xC2A6	# 슦
0x9095	0xC2B8	# 슸
0x9096	0xC2DF	# 싟
0x9097	0xC2E1	# 싡
0x9098	0xC2E2	# 싢
0x9099	0xC2E5	# 싥
0x909A	0xC2E6	# 싦
0x909B	0xC2E7	# 싧
0x909C	0xC2E8	# 싨
0x909D	0xC2E9	# 싩
0x909E	0xC2EA	# 싪
0x909F	0xC2EE	# 싮
0x90A0	0xC2F2	# 싲
0x90A1	0xC2F3	# 싳
0x90A2	0xC2F4	# 싴
0x90A3	0xC2F5	# 싵
0x90A4	0xC2F7	# 싷
0x90A5	0xC2DE	# 싞
0x90A6	0xC2F0	# 싰
0x90A7	0xC0CB	# 샋
0x90A8	0xC0CD	# 샍
0x90A9	0xC0CE	# 샎
0x90AA	0xC0CF	# 샏
0x90AB	0xC0D1	# 샑
0x90AC	0xC0D2	# 샒
0x90AD	0xC0D3	# 샓
0x90AE	0xC0D4	# 샔
0x90AF	0xC0D5	# 샕
0x90B0	0xC0D6	# 샖
0x90B1	0xC0D7	# 샗
0x90B2	0xC0DA	# 샚
0x90B3	0xC0DE	# 샞
0x90B4	0xC0DF	# 샟
0x90B5	0xC0E0	# 샠
0x90B6	0xC0E1	# 샡
0x90B7	0xC0E2	# 샢
0x90B8	0xC0E3	# 샣
0x90B9	0xC0CA	# 샊
0x90BA	0xC101	# 섁
0x90BB	0xC103	# 섃
0x90BC	0xC105	# 섅
0x90BD	0xC106	# 섆
0x90BE	0xC107	# 섇
0x90BF	0xC109	# 섉
0x90C0	0xC10A	# 섊
0x90C1	0xC10B	# 섋
0x90C2	0xC10C	# 섌
0x90C3	0xC10D	# 섍
0x90C4	0xC10E	# 섎
0x90C5	0xC10F	# 섏
0x90C6	0xC111	# 섑
0x90C7	0xC112	# 섒
0x90C8	0xC113	# 섓
0x90C9	0xC116	# 섖
0x90CA	0xC117	# 섗
0x90CB	0xC118	# 섘
0x90CC	0xC119	# 섙
0x90CD	0xC11A	# 섚
0x90CE	0xC11B	# 섛
0x90CF	0xC102	# 섂
0x90D0	0xC114	# 섔
0x90D1	0xC13B	# 섻
0x90D2	0xC13D	# 섽
0x90D3	0xC13E	# 섾
0x90D4	0xC13F	# 섿
0x90D5	0xC141	# 셁
0x90D6	0xC142	# 셂
0x90D7	0xC143	# 셃
0x90D8	0xC144	# 셄
0x90D9	0xC145	# 셅
0x90DA	0xC146	# 셆
0x90DB	0xC147	# 셇
0x90DC	0xC14A	# 셊
0x90DD	0xC14E	# 셎
0x90DE	0xC14F	# 셏
0x90DF	0xC150	# 셐
0x90E0	0xC153	# 셓
0x90E1	0xC13A	# 섺
0x90E2	0xC171	# 셱
0x90E3	0xC173	# 셳
0x90E4	0xC175	# 셵
0x90E5	0xC176	# 셶
0x90E6	0xC177	# 셷
0x90E7	0xC179	# 셹
0x90E8	0xC17A	# 셺
0x90E9	0xC17B	# 셻
0x90EA	0xC17C	# 셼
0x90EB	0xC17D	# 셽
0x90EC	0xC17E	# 셾
0x90ED	0xC17F	# 셿
0x90EE	0xC180	# 솀
0x90EF	0xC181	# 솁
0x90F0	0xC182	# 솂
0x90F1	0xC183	# 솃
0x90F2	0xC186	# 솆
0x90F3	0xC187	# 솇
0x90F4	0xC188	# 솈
0x90F5	0xC189	# 솉
0x90F6	0xC18A	# 솊
0x90F7	0xC18B	# 솋
0x90F8	0xC172	# 셲
0x90F9	0xC184	# 솄
0x90FA	0xC1E3	# 쇣
0x90FB	0xC1E5	# 쇥
0x90FC	0xC1E6	# 쇦
0x90FD	0xC1E7	# 쇧
0x90FE	0xC1E9	# 쇩
0x9141	0xC1EA	# 쇪
0x9142	0xC1EB	# 쇫
0x9143	0xC1EC	# 쇬
0x9144	0xC1ED	# 쇭
0x9145	0xC1EE	# 쇮
0x9146	0xC1EF	# 쇯
0x9147	0xC1F2	# 쇲
0x9148	0xC1F6	# 쇶
0x9149	0xC1F7	# 쇷
0x914A	0xC1F8	# 쇸
0x914B	0xC1F9	# 쇹
0x914C	0xC1FA	# 쇺
0x914D	0xC1FB	# 쇻
0x914E	0xC1E2	# 쇢
0x914F	0xC26F	# 쉯
0x9150	0xC271	# 쉱
0x9151	0xC272	# 쉲
0x9152	0xC273	# 쉳
0x9153	0xC275	# 쉵
0x9154	0xC276	# 쉶
0x9155	0xC277	# 쉷
0x9156	0xC278	# 쉸
0x9157	0xC279	# 쉹
0x9158	0xC27A	# 쉺
0x9159	0xC27B	# 쉻
0x915A	0xC27E	# 쉾
0x9161	0xC282	# 슂
0x9162	0xC283	# 슃
0x9163	0xC284	# 슄
0x9164	0xC285	# 슅
0x9165	0xC286	# 슆
0x9166	0xC287	# 슇
0x9167	0xC26E	# 쉮
0x9168	0xC280	# 슀
0x9169	0xC2C1	# 싁
0x916A	0xC2C3	# 싃
0x916B	0xC2C5	# 싅
0x916C	0xC2C6	# 싆
0x916D	0xC2C7	# 싇
0x916E	0xC2C8	# 싈
0x916F	0xC2C9	# 싉
0x9170	0xC2CA	# 싊
0x9171	0xC2CB	# 싋
0x9172	0xC2CC	# 싌
0x9173	0xC2CD	# 싍
0x9174	0xC2CE	# 싎
0x9175	0xC2CF	# 싏
0x9176	0xC2D0	# 싐
0x9177	0xC2D1	# 싑
0x9178	0xC2D2	# 싒
0x9179	0xC2D3	# 싓
0x917A	0xC2D5	# 싕
0x9181	0xC2D6	# 싖
0x9182	0xC2D7	# 싗
0x9183	0xC2D8	# 싘
0x9184	0xC2D9	# 싙
0x9185	0xC2DA	# 싚
0x9186	0xC2DB	# 싛
0x9187	0xC2C2	# 싂
0x9188	0xC2D4	# 싔
0x9189	0xC1AB	# 솫
0x918A	0xC1AD	# 솭
0x918B	0xC1AE	# 솮
0x918C	0xC1AF	# 솯
0x918D	0xC1B1	# 솱
0x918E	0xC1B2	# 솲
0x918F	0xC1B3	# 솳
0x9190	0xC1B4	# 솴
0x9191	0xC1B5	# 솵
0x9192	0xC1B6	# 솶
0x9193	0xC1B7	# 솷
0x9194	0xC1B8	# 솸
0x9195	0xC1B9	# 솹
0x9196	0xC1BA	# 솺
0x9197	0xC1BE	# 솾
0x9198	0xC1BF	# 솿
0x9199	0xC1C0	# 쇀
0x919A	0xC1C1	# 쇁
0x919B	0xC1C2	# 쇂
0x919C	0xC1C3	# 쇃
0x919D	0xC1AA	# 솪
0x919E	0xC1BC	# 솼
0x919F	0xC235	# 숵
0x91A0	0xC237	# 숷
0x91A1	0xC238	# 숸
0x91A2	0xC239	# 숹
0x91A3	0xC23A	# 숺
0x91A4	0xC23B	# 숻
0x91A5	0xC23C	# 숼
0x91A6	0xC23D	# 숽
0x91A7	0xC23E	# 숾
0x91A8	0xC23F	# 숿
0x91A9	0xC240	# 쉀
0x91AA	0xC241	# 쉁
0x91AB	0xC242	# 쉂
0x91AC	0xC243	# 쉃
0x91AD	0xC244	# 쉄
0x91AE	0xC245	# 쉅
0x91AF	0xC246	# 쉆
0x91B0	0xC247	# 쉇
0x91B1	0xC249	# 쉉
0x91B2	0xC24A	# 쉊
0x91B3	0xC24B	# 쉋
0x91B4	0xC24C	# 쉌
0x91B5	0xC24D	# 쉍
0x91B6	0xC24E	# 쉎
0x91B7	0xC24F	# 쉏
0x91B8	0xC236	# 숶
0x91B9	0xC1C5	# 쇅
0x91BA	0xC1C7	# 쇇
0x91BB	0xC1C9	# 쇉
0x91BC	0xC1CA	# 쇊
0x91BD	0xC1CB	# 쇋
0x91BE	0xC1CD	# 쇍
0x91BF	0xC1CE	# 쇎
0x91C0	0xC1CF	# 쇏
0x91C1	0xC1D0	# 쇐
0x91C2	0xC1D1	# 쇑
0x91C3	0xC1D2	# 쇒
0x91C4	0xC1D3	# 쇓
0x91C5	0xC1D5	# 쇕
0x91C6	0xC1D6	# 쇖
0x91C7	0xC1D9	# 쇙
0x91C8	0xC1DA	# 쇚
0x91C9	0xC1DB	# 쇛
0x91CA	0xC1DC	# 쇜
0x91CB	0xC1DD	# 쇝
0x91CC	0xC1DE	# 쇞
0x91CD	0xC1DF	# 쇟
0x91CE	0xC1C6	# 쇆
0x91CF	0xC253	# 쉓
0x91D0	0xC255	# 쉕
0x91D1	0xC256	# 쉖
0x91D2	0xC257	# 쉗
0x91D3	0xC259	# 쉙
0x91D4	0xC25A	# 쉚
0x91D5	0xC25B	# 쉛
0x91D6	0xC25C	# 쉜
0x91D7	0xC25D	# 쉝
0x91D8	0xC25E	# 쉞
0x91D9	0xC25F	# 쉟
0x91DA	0xC262	# 쉢
0x91DB	0xC263	# 쉣
0x91DC	0xC266	# 쉦
0x91DD	0xC267	# 쉧
0x91DE	0xC268	# 쉨
0x91DF	0xC269	# 쉩
0x91E0	0xC26A	# 쉪
0x91E1	0xC26B	# 쉫
0x91E2	0xC252	# 쉒
0x91E3	0xC264	# 쉤
0x91E4	0xC793	# 잓
0x91E5	0xC795	# 잕
0x91E6	0xC799	# 잙
0x91E7	0xC79B	# 잛
0x91E8	0xC79C	# 잜
0x91E9	0xC79D	# 잝
0x91EA	0xC79E	# 잞
0x91EB	0xC79F	# 잟
0x91EC	0xC7A2	# 잢
0x91ED	0xC7A7	# 잧
0x91EE	0xC7A8	# 잨
0x91EF	0xC7A9	# 잩
0x91F0	0xC7AA	# 잪
0x91F1	0xC7AB	# 잫
0x91F2	0xC792	# 잒
0x91F3	0xC7CB	# 쟋
0x91F4	0xC7CD	# 쟍
0x91F5	0xC7CF	# 쟏
0x91F6	0xC7D1	# 쟑
0x91F7	0xC7D2	# 쟒
0x91F8	0xC7D3	# 쟓
0x91F9	0xC7D4	# 쟔
0x91FA	0xC7D5	# 쟕
0x91FB	0xC7D6	# 쟖
0x91FC	0xC7D7	# 쟗
0x91FD	0xC7DA	# 쟚
0x91FE	0xC7DB	# 쟛
0x9241	0xC7DE	# 쟞
0x9242	0xC7DF	# 쟟
0x9243	0xC7E0	# 쟠
0x9244	0xC7E1	# 쟡
0x9245	0xC7E2	# 쟢
0x9246	0xC7E3	# 쟣
0x9247	0xC7CA	# 쟊
0x9248	0xC7DC	# 쟜
0x9249	0xC803	# 젃
0x924A	0xC805	# 젅
0x924B	0xC806	# 젆
0x924C	0xC807	# 젇
0x924D	0xC809	# 젉
0x924E	0xC80B	# 젋
0x924F	0xC80C	# 젌
0x9250	0xC80D	# 젍
0x9251	0xC80E	# 젎
0x9252	0xC80F	# 젏
0x9253	0xC812	# 젒
0x9254	0xC817	# 젗
0x9255	0xC818	# 젘
0x9256	0xC819	# 젙
0x9257	0xC81A	# 젚
0x9258	0xC81B	# 젛
0x9259	0xC802	# 젂
0x925A	0xC83B	# 젻
0x9261	0xC83D	# 젽
0x9262	0xC83E	# 젾
0x9263	0xC83F	# 젿
0x9264	0xC841	# 졁
0x9265	0xC842	# 졂
0x9266	0xC843	# 졃
0x9267	0xC844	# 졄
0x9268	0xC845	# 졅
0x9269	0xC846	# 졆
0x926A	0xC847	# 졇
0x926B	0xC84A	# 졊
0x926C	0xC84E	# 졎
0x926D	0xC84F	# 졏
0x926E	0xC850	# 졐
0x926F	0xC851	# 졑
0x9270	0xC852	# 졒
0x9271	0xC853	# 졓
0x9272	0xC83A	# 젺
0x9273	0xC873	# 졳
0x9274	0xC875	# 졵
0x9275	0xC876	# 졶
0x9276	0xC877	# 졷
0x9277	0xC879	# 졹
0x9278	0xC87B	# 졻
0x9279	0xC87C	# 졼
0x927A	0xC87D	# 졽
0x9281	0xC87E	# 졾
0x9282	0xC87F	# 졿
0x9283	0xC882	# 좂
0x9284	0xC888	# 좈
0x9285	0xC889	# 좉
0x9286	0xC88A	# 좊
0x9287	0xC872	# 졲
0x9288	0xC884	# 좄
0x9289	0xC8E3	# 죣
0x928A	0xC8E5	# 죥
0x928B	0xC8E6	# 죦
0x928C	0xC8E7	# 죧
0x928D	0xC8E9	# 죩
0x928E	0xC8EA	# 죪
0x928F	0xC8EB	# 죫
0x9290	0xC8EC	# 죬
0x9291	0xC8ED	# 죭
0x9292	0xC8EE	# 죮
0x9293	0xC8EF	# 죯
0x9294	0xC8F1	# 죱
0x9295	0xC8F2	# 죲
0x9296	0xC8F3	# 죳
0x9297	0xC8F6	# 죶
0x9298	0xC8F7	# 죷
0x9299	0xC8F8	# 죸
0x929A	0xC8F9	# 죹
0x929B	0xC8FA	# 죺
0x929C	0xC8FB	# 죻
0x929D	0xC8E2	# 죢
0x929E	0xC8F4	# 죴
0x929F	0xC8FF	# 죿
0x92A0	0xC901	# 줁
0x92A1	0xC902	# 줂
0x92A2	0xC903	# 줃
0x92A3	0xC907	# 줇
0x92A4	0xC908	# 줈
0x92A5	0xC909	# 줉
0x92A6	0xC90A	# 줊
0x92A7	0xC90B	# 줋
0x92A8	0xC90E	# 줎
0x92A9	0xC912	# 줒
0x92AA	0xC913	# 줓
0x92AB	0xC914	# 줔
0x92AC	0xC915	# 줕
0x92AD	0xC916	# 줖
0x92AE	0xC917	# 줗
0x92AF	0xC8FE	# 죾
0x92B0	0xC910	# 줐
0x92B1	0xC96D	# 쥭
0x92B2	0xC96F	# 쥯
0x92B3	0xC971	# 쥱
0x92B4	0xC972	# 쥲
0x92B5	0xC973	# 쥳
0x92B6	0xC975	# 쥵
0x92B7	0xC976	# 쥶
0x92B8	0xC977	# 쥷
0x92B9	0xC978	# 쥸
0x92BA	0xC979	# 쥹
0x92BB	0xC97A	# 쥺
0x92BC	0xC97B	# 쥻
0x92BD	0xC97D	# 쥽
0x92BE	0xC97E	# 쥾
0x92BF	0xC97F	# 쥿
0x92C0	0xC982	# 즂
0x92C1	0xC983	# 즃
0x92C2	0xC984	# 즄
0x92C3	0xC985	# 즅
0x92C4	0xC986	# 즆
0x92C5	0xC987	# 즇
0x92C6	0xC96E	# 쥮
0x92C7	0xC980	# 즀
0x92C8	0xC98B	# 즋
0x92C9	0xC98D	# 즍
0x92CA	0xC98E	# 즎
0x92CB	0xC98F	# 즏
0x92CC	0xC991	# 즑
0x92CD	0xC992	# 즒
0x92CE	0xC993	# 즓
0x92CF	0xC994	# 즔
0x92D0	0xC995	# 즕
0x92D1	0xC996	# 즖
0x92D2	0xC997	# 즗
0x92D3	0xC99A	# 즚
0x92D4	0xC99E	# 즞
0x92D5	0xC99F	# 즟
0x92D6	0xC9A0	# 즠
0x92D7	0xC9A1	# 즡
0x92D8	0xC9A2	# 즢
0x92D9	0xC9A3	# 즣
0x92DA	0xC98A	# 즊
0x92DB	0xC99C	# 즜
0x92DC	0xC9C3	# 짃
0x92DD	0xC9C5	# 짅
0x92DE	0xC9C6	# 짆
0x92DF	0xC9C9	# 짉
0x92E0	0xC9CB	# 짋
0x92E1	0xC9CC	# 짌
0x92E2	0xC9CD	# 짍
0x92E3	0xC9CE	# 짎
0x92E4	0xC9CF	# 짏
0x92E5	0xC9D2	# 짒
0x92E6	0xC9D7	# 짗
0x92E7	0xC9D8	# 짘
0x92E8	0xC9DB	# 짛
0x92E9	0xC9C2	# 짂
0x92EA	0xC9D4	# 짔
0x92EB	0xC7AF	# 잯
0x92EC	0xC7B1	# 잱
0x92ED	0xC7B2	# 잲
0x92EE	0xC7B3	# 잳
0x92EF	0xC7B5	# 잵
0x92F0	0xC7B6	# 잶
0x92F1	0xC7B7	# 잷
0x92F2	0xC7B8	# 잸
0x92F3	0xC7B9	# 잹
0x92F4	0xC7BA	# 잺
0x92F5	0xC7BB	# 잻
0x92F6	0xC7BE	# 잾
0x92F7	0xC7C2	# 쟂
0x92F8	0xC7C3	# 쟃
0x92F9	0xC7C4	# 쟄
0x92FA	0xC7C5	# 쟅
0x92FB	0xC7C6	# 쟆
0x92FC	0xC7C7	# 쟇
0x92FD	0xC7AE	# 잮
0x92FE	0xC7E5	# 쟥
0x9341	0xC7E7	# 쟧
0x9342	0xC7E9	# 쟩
0x9343	0xC7EA	# 쟪
0x9344	0xC7EB	# 쟫
0x9345	0xC7ED	# 쟭
0x9346	0xC7EE	# 쟮
0x9347	0xC7EF	# 쟯
0x9348	0xC7F0	# 쟰
0x9349	0xC7F1	# 쟱
0x934A	0xC7F2	# 쟲
0x934B	0xC7F3	# 쟳
0x934C	0xC7F4	# 쟴
0x934D	0xC7F5	# 쟵
0x934E	0xC7F6	# 쟶
0x934F	0xC7F7	# 쟷
0x9350	0xC7F9	# 쟹
0x9351	0xC7FA	# 쟺
0x9352	0xC7FB	# 쟻
0x9353	0xC7FC	# 쟼
0x9354	0xC7FD	# 쟽
0x9355	0xC7FE	# 쟾
0x9356	0xC7FF	# 쟿
0x9357	0xC7E6	# 쟦
0x9358	0xC7F8	# 쟸
0x9359	0xC81F	# 젟
0x935A	0xC821	# 젡
0x9361	0xC822	# 젢
0x9362	0xC823	# 젣
0x9363	0xC825	# 젥
0x9364	0xC826	# 젦
0x9365	0xC827	# 젧
0x9366	0xC828	# 젨
0x9367	0xC829	# 젩
0x9368	0xC82A	# 젪
0x9369	0xC82B	# 젫
0x936A	0xC82E	# 젮
0x936B	0xC832	# 젲
0x936C	0xC833	# 젳
0x936D	0xC834	# 젴
0x936E	0xC835	# 젵
0x936F	0xC837	# 젷
0x9370	0xC81E	# 젞
0x9371	0xC855	# 졕
0x9372	0xC857	# 졗
0x9373	0xC859	# 졙
0x9374	0xC85A	# 졚
0x9375	0xC85B	# 졛
0x9376	0xC85D	# 졝
0x9377	0xC85E	# 졞
0x9378	0xC85F	# 졟
0x9379	0xC860	# 졠
0x937A	0xC861	# 졡
0x9381	0xC862	# 졢
0x9382	0xC863	# 졣
0x9383	0xC864	# 졤
0x9384	0xC865	# 졥
0x9385	0xC866	# 졦
0x9386	0xC867	# 졧
0x9387	0xC869	# 졩
0x9388	0xC86A	# 졪
0x9389	0xC86B	# 졫
0x938A	0xC86C	# 졬
0x938B	0xC86D	# 졭
0x938C	0xC86E	# 졮
0x938D	0xC86F	# 졯
0x938E	0xC856	# 졖
0x938F	0xC868	# 졨
0x9390	0xC8C5	# 죅
0x9391	0xC8C7	# 죇
0x9392	0xC8C9	# 죉
0x9393	0xC8CA	# 죊
0x9394	0xC8CB	# 죋
0x9395	0xC8CD	# 죍
0x9396	0xC8CE	# 죎
0x9397	0xC8CF	# 죏
0x9398	0xC8D0	# 죐
0x9399	0xC8D1	# 죑
0x939A	0xC8D2	# 죒
0x939B	0xC8D3	# 죓
0x939C	0xC8D6	# 죖
0x939D	0xC8DA	# 죚
0x939E	0xC8DB	# 죛
0x939F	0xC8DC	# 죜
0x93A0	0xC8DD	# 죝
0x93A1	0xC8DE	# 죞
0x93A2	0xC8DF	# 죟
0x93A3	0xC8C6	# 죆
0x93A4	0xC953	# 쥓
0x93A5	0xC955	# 쥕
0x93A6	0xC956	# 쥖
0x93A7	0xC959	# 쥙
0x93A8	0xC95A	# 쥚
0x93A9	0xC95B	# 쥛
0x93AA	0xC95C	# 쥜
0x93AB	0xC95D	# 쥝
0x93AC	0xC95E	# 쥞
0x93AD	0xC95F	# 쥟
0x93AE	0xC962	# 쥢
0x93AF	0xC965	# 쥥
0x93B0	0xC966	# 쥦
0x93B1	0xC967	# 쥧
0x93B2	0xC968	# 쥨
0x93B3	0xC969	# 쥩
