# KPS9566.TXT
0xB698	0xC515	# 씕
0xB699	0xC516	# 씖
0xB69A	0xC517	# 씗
0xB69B	0xC518	# 씘
0xB69C	0xC519	# 씙
0xB69D	0xC51A	# 씚
0xB69E	0xC51B	# 씛
0xB69F	0xC51D	# 씝
0xB6A0	0xC51E	# 씞
0xB6A1	0xB96B	# 륫
0xB6A2	0xB96D	# 륭
0xB6A3	0xB974	# 르
0xB6A4	0xB975	# 륵
0xB6A5	0xB978	# 른
0xB6A6	0xB97C	# 를
0xB6A7	0xB984	# 름
0xB6A8	0xB985	# 릅
0xB6A9	0xB987	# 릇
0xB6AA	0xB989	# 릉
0xB6AB	0xB98A	# 릊
0xB6AC	0xB98D	# 릍
0xB6AD	0xB98E	# 릎
0xB6AE	0xB9AC	# 리
0xB6AF	0xB9AD	# 릭
0xB6B0	0xB9B0	# 린
0xB6B1	0xB9B4	# 릴
0xB6B2	0xB9BC	# 림
0xB6B3	0xB9BD	# 립
0xB6B4	0xB9BF	# 릿
0xB6B5	0xB9C1	# 링
0xB6B6	0xB9C6	# 맆
0xB6B7	0xB798	# 래
0xB6B8	0xB799	# 랙
0xB6B9	0xB79C	# 랜
0xB6BA	0xB7A0	# 랠
0xB6BB	0xB7A8	# 램
0xB6BC	0xB7A9	# 랩
0xB6BD	0xB7AB	# 랫
0xB6BE	0xB7AD	# 랭
0xB6BF	0xB7AC	# 랬
0xB6C0	0xB7D0	# 럐
0xB6C1	0xB808	# 레
0xB6C2	0xB809	# 렉
0xB6C3	0xB80C	# 렌
0xB6C4	0xB810	# 렐
0xB6C5	0xB818	# 렘
0xB6C6	0xB819	# 렙
0xB6C7	0xB81B	# 렛
0xB6C8	0xB81D	# 렝
0xB6C9	0xB81C	# 렜
0xB6CA	0xB840	# 례
0xB6CB	0xB844	# 롄
0xB6CC	0xB848	# 롈
0xB6CD	0xB851	# 롑
0xB6CE	0xB853	# 롓
0xB6CF	0xB8B0	# 뢰
0xB6D0	0xB8B4	# 뢴
0xB6D1	0xB8B8	# 뢸
0xB6D2	0xB8C0	# 룀
0xB6D3	0xB8C1	# 룁
0xB6D4	0xB8C3	# 룃
0xB6D5	0xB8C5	# 룅
0xB6D6	0xB8C4	# 룄
0xB6D7	0xB93C	# 뤼
0xB6D8	0xB93D	# 뤽
0xB6D9	0xB940	# 륀
0xB6DA	0xB944	# 륄
0xB6DB	0xB94C	# 륌
0xB6DC	0xB94F	# 륏
0xB6DD	0xB951	# 륑
0xB6DE	0xB990	# 릐
0xB6DF	0xB994	# 릔
0xB6E0	0xB998	# 릘
0xB6E1	0xB9A0	# 릠
0xB6E2	0xB878	# 롸
0xB6E3	0xB87C	# 롼
0xB6E4	0xB889	# 뢉
0xB6E5	0xB88D	# 뢍
0xB6E6	0xB904	# 뤄
0xB6E7	0xB918	# 뤘
0xB6E8	0xB894	# 뢔
0xB6E9	0xB8A8	# 뢨
0xB6EA	0xB920	# 뤠
0xB6EB	0xB9C8	# 마
0xB6EC	0xB9C9	# 막
0xB6ED	0xB9CC	# 만
0xB6EE	0xB9CE	# 많
0xB6EF	0xB9CF	# 맏
0xB6F0	0xB9D0	# 말
0xB6F1	0xB9D1	# 맑
0xB6F2	0xB9D2	# 맒
0xB6F3	0xB9D8	# 맘
0xB6F4	0xB9D9	# 맙
0xB6F5	0xB9DB	# 맛
0xB6F6	0xB9DD	# 망
0xB6F7	0xB9DE	# 맞
0xB6F8	0xB9DF	# 맟
0xB6F9	0xB9E1	# 맡
0xB6FA	0xB9E3	# 맣
0xB6FB	0xBA00	# 먀
0xB6FC	0xBA01	# 먁
0xB6FD	0xBA04	# 먄
0xB6FE	0xBA08	# 먈
0xB741	0xC51F	# 씟
0xB742	0xC521	# 씡
0xB743	0xC522	# 씢
0xB744	0xC523	# 씣
0xB745	0xC524	# 씤
0xB746	0xC525	# 씥
0xB747	0xC526	# 씦
0xB748	0xC527	# 씧
0xB749	0xC50E	# 씎
0xB74A	0xC520	# 씠
0xB74B	0xC3F7	# 쏷
0xB74C	0xC3F9	# 쏹
0xB74D	0xC3FA	# 쏺
0xB74E	0xC3FB	# 쏻
0xB74F	0xC3FD	# 쏽
0xB750	0xC3FE	# 쏾
0xB751	0xC3FF	# 쏿
0xB752	0xC400	# 쐀
0xB753	0xC401	# 쐁
0xB754	0xC402	# 쐂
0xB755	0xC403	# 쐃
0xB756	0xC404	# 쐄
0xB757	0xC405	# 쐅
0xB758	0xC406	# 쐆
0xB759	0xC40A	# 쐊
0xB75A	0xC40B	# 쐋
0xB761	0xC40C	# 쐌
0xB762	0xC40D	# 쐍
0xB763	0xC40E	# 쐎
0xB764	0xC40F	# 쐏
0xB765	0xC3F6	# 쏶
0xB766	0xC481	# 쒁
0xB767	0xC483	# 쒃
0xB768	0xC484	# 쒄
0xB769	0xC485	# 쒅
0xB76A	0xC486	# 쒆
0xB76B	0xC487	# 쒇
0xB76C	0xC488	# 쒈
0xB76D	0xC489	# 쒉
0xB76E	0xC48A	# 쒊
0xB76F	0xC48B	# 쒋
0xB770	0xC48C	# 쒌
0xB771	0xC48D	# 쒍
0xB772	0xC48E	# 쒎
0xB773	0xC48F	# 쒏
0xB774	0xC490	# 쒐
0xB775	0xC491	# 쒑
0xB776	0xC492	# 쒒
0xB777	0xC493	# 쒓
0xB778	0xC495	# 쒕
0xB779	0xC496	# 쒖
0xB77A	0xC497	# 쒗
0xB781	0xC498	# 쒘
0xB782	0xC499	# 쒙
0xB783	0xC49A	# 쒚
0xB784	0xC49B	# 쒛
0xB785	0xC482	# 쒂
0xB786	0xC413	# 쐓
0xB787	0xC414	# 쐔
0xB788	0xC415	# 쐕
0xB789	0xC416	# 쐖
0xB78A	0xC417	# 쐗
0xB78B	0xC418	# 쐘
0xB78C	0xC419	# 쐙
0xB78D	0xC41A	# 쐚
0xB78E	0xC41B	# 쐛
0xB78F	0xC41C	# 쐜
0xB790	0xC41D	# 쐝
0xB791	0xC41E	# 쐞
0xB792	0xC41F	# 쐟
0xB793	0xC420	# 쐠
0xB794	0xC421	# 쐡
0xB795	0xC422	# 쐢
0xB796	0xC423	# 쐣
0xB797	0xC425	# 쐥
0xB798	0xC426	# 쐦
0xB799	0xC427	# 쐧
0xB79A	0xC428	# 쐨
0xB79B	0xC429	# 쐩
0xB79C	0xC42A	# 쐪
0xB79D	0xC42B	# 쐫
0xB79E	0xC412	# 쐒
0xB79F	0xC49D	# 쒝
0xB7A0	0xC49F	# 쒟
0xB7A1	0xBA10	# 먐
0xB7A2	0xBA15	# 먕
0xB7A3	0xBA38	# 머
0xB7A4	0xBA39	# 먹
0xB7A5	0xBA3C	# 먼
0xB7A6	0xBA40	# 멀
0xB7A7	0xBA41	# 멁
0xB7A8	0xBA42	# 멂
0xB7A9	0xBA48	# 멈
0xB7AA	0xBA49	# 멉
0xB7AB	0xBA4B	# 멋
0xB7AC	0xBA4D	# 멍
0xB7AD	0xBA4E	# 멎
0xB7AE	0xBA53	# 멓
0xB7AF	0xBA4C	# 멌
0xB7B0	0xBA70	# 며
0xB7B1	0xBA71	# 멱
0xB7B2	0xBA74	# 면
0xB7B3	0xBA78	# 멸
0xB7B4	0xBA80	# 몀
0xB7B5	0xBA81	# 몁
0xB7B6	0xBA83	# 몃
0xB7B7	0xBA85	# 명
0xB7B8	0xBA87	# 몇
0xB7B9	0xBA84	# 몄
0xB7BA	0xBAA8	# 모
0xB7BB	0xBAA9	# 목
0xB7BC	0xBAAB	# 몫
0xB7BD	0xBAAC	# 몬
0xB7BE	0xBAAF	# 몯
0xB7BF	0xBAB0	# 몰
0xB7C0	0xBAB2	# 몲
0xB7C1	0xBAB8	# 몸
0xB7C2	0xBAB9	# 몹
0xB7C3	0xBABB	# 못
0xB7C4	0xBABD	# 몽
0xB7C5	0xBAC3	# 뫃
0xB7C6	0xBB18	# 묘
0xB7C7	0xBB1C	# 묜
0xB7C8	0xBB20	# 묠
0xB7C9	0xBB29	# 묩
0xB7CA	0xBB2B	# 묫
0xB7CB	0xBB34	# 무
0xB7CC	0xBB35	# 묵
0xB7CD	0xBB38	# 문
0xB7CE	0xBB3B	# 묻
0xB7CF	0xBB3C	# 물
0xB7D0	0xBB3D	# 묽
0xB7D1	0xBB3E	# 묾
0xB7D2	0xBB44	# 뭄
0xB7D3	0xBB45	# 뭅
0xB7D4	0xBB47	# 뭇
0xB7D5	0xBB49	# 뭉
0xB7D6	0xBB4D	# 뭍
0xB7D7	0xBB4F	# 뭏
0xB7D8	0xBB36	# 묶
0xB7D9	0xBBA4	# 뮤
0xB7DA	0xBBA5	# 뮥
0xB7DB	0xBBA8	# 뮨
0xB7DC	0xBBAC	# 뮬
0xB7DD	0xBBB4	# 뮴
0xB7DE	0xBBB7	# 뮷
0xB7DF	0xBBB9	# 뮹
0xB7E0	0xBBC0	# 므
0xB7E1	0xBBC4	# 믄
0xB7E2	0xBBC8	# 믈
0xB7E3	0xBBD0	# 믐
0xB7E4	0xBBD1	# 믑
0xB7E5	0xBBD3	# 믓
0xB7E6	0xBBD5	# 믕
0xB7E7	0xBBF8	# 미
0xB7E8	0xBBF9	# 믹
0xB7E9	0xBBFC	# 민
0xB7EA	0xBBFF	# 믿
0xB7EB	0xBC00	# 밀
0xB7EC	0xBC02	# 밂
0xB7ED	0xBC08	# 밈
0xB7EE	0xBC09	# 밉
0xB7EF	0xBC0B	# 밋
0xB7F0	0xBC0D	# 밍
0xB7F1	0xBC0F	# 및
0xB7F2	0xBC11	# 밑
0xB7F3	0xBC0C	# 밌
0xB7F4	0xB9E4	# 매
0xB7F5	0xB9E5	# 맥
0xB7F6	0xB9E8	# 맨
0xB7F7	0xB9EC	# 맬
0xB7F8	0xB9F4	# 맴
0xB7F9	0xB9F5	# 맵
0xB7FA	0xB9F7	# 맷
0xB7FB	0xB9F9	# 맹
0xB7FC	0xB9FA	# 맺
0xB7FD	0xB9F8	# 맸
0xB7FE	0xBA1C	# 먜
0xB841	0xC4A1	# 쒡
0xB842	0xC4A2	# 쒢
0xB843	0xC4A3	# 쒣
0xB844	0xC4A4	# 쒤
0xB845	0xC4A5	# 쒥
0xB846	0xC4A6	# 쒦
0xB847	0xC4A7	# 쒧
0xB848	0xC4A8	# 쒨
0xB849	0xC4A9	# 쒩
0xB84A	0xC4AA	# 쒪
0xB84B	0xC4AB	# 쒫
0xB84C	0xC4AC	# 쒬
0xB84D	0xC4AE	# 쒮
0xB84E	0xC4AF	# 쒯
0xB84F	0xC4B1	# 쒱
0xB850	0xC4B2	# 쒲
0xB851	0xC4B3	# 쒳
0xB852	0xC4B4	# 쒴
0xB853	0xC4B5	# 쒵
0xB854	0xC4B6	# 쒶
0xB855	0xC4B7	# 쒷
0xB856	0xC49E	# 쒞
0xB857	0xC4B0	# 쒰
0xB858	0xC9DF	# 짟
0xB859	0xC9E1	# 짡
0xB85A	0xC9E3	# 짣
0xB861	0xC9E5	# 짥
0xB862	0xC9E6	# 짦
0xB863	0xC9E8	# 짨
0xB864	0xC9E9	# 짩
0xB865	0xC9EA	# 짪
0xB866	0xC9EB	# 짫
0xB867	0xC9EE	# 짮
0xB868	0xC9F2	# 짲
0xB869	0xC9F3	# 짳
0xB86A	0xC9F4	# 짴
0xB86B	0xC9F5	# 짵
0xB86C	0xC9F6	# 짶
0xB86D	0xC9F7	# 짷
0xB86E	0xC9DE	# 짞
0xB86F	0xCA15	# 쨕
0xB870	0xCA17	# 쨗
0xB871	0xCA19	# 쨙
0xB872	0xCA1A	# 쨚
0xB873	0xCA1B	# 쨛
0xB874	0xCA1C	# 쨜
0xB875	0xCA1D	# 쨝
0xB876	0xCA1E	# 쨞
0xB877	0xCA1F	# 쨟
0xB878	0xCA20	# 쨠
0xB879	0xCA21	# 쨡
0xB87A	0xCA22	# 쨢
0xB881	0xCA23	# 쨣
0xB882	0xCA25	# 쨥
0xB883	0xCA26	# 쨦
0xB884	0xCA27	# 쨧
0xB885	0xCA2A	# 쨪
0xB886	0xCA2B	# 쨫
0xB887	0xCA2C	# 쨬
0xB888	0xCA2D	# 쨭
0xB889	0xCA2E	# 쨮
0xB88A	0xCA2F	# 쨯
0xB88B	0xCA16	# 쨖
0xB88C	0xCA28	# 쨨
0xB88D	0xCA4F	# 쩏
0xB88E	0xCA51	# 쩑
0xB88F	0xCA52	# 쩒
0xB890	0xCA53	# 쩓
0xB891	0xCA55	# 쩕
0xB892	0xCA56	# 쩖
0xB893	0xCA58	# 쩘
0xB894	0xCA59	# 쩙
0xB895	0xCA5A	# 쩚
0xB896	0xCA5B	# 쩛
0xB897	0xCA5E	# 쩞
0xB898	0xCA62	# 쩢
0xB899	0xCA63	# 쩣
0xB89A	0xCA64	# 쩤
0xB89B	0xCA65	# 쩥
0xB89C	0xCA66	# 쩦
0xB89D	0xCA67	# 쩧
0xB89E	0xCA4E	# 쩎
0xB89F	0xCA85	# 쪅
0xB8A0	0xCA87	# 쪇
0xB8A1	0xBA54	# 메
0xB8A2	0xBA55	# 멕
0xB8A3	0xBA58	# 멘
0xB8A4	0xBA5C	# 멜
0xB8A5	0xBA64	# 멤
0xB8A6	0xBA65	# 멥
0xB8A7	0xBA67	# 멧
0xB8A8	0xBA69	# 멩
0xB8A9	0xBA68	# 멨
0xB8AA	0xBA8C	# 몌
0xB8AB	0xBA90	# 몐
0xB8AC	0xBAFC	# 뫼
0xB8AD	0xBB00	# 묀
0xB8AE	0xBB04	# 묄
0xB8AF	0xBB0C	# 묌
0xB8B0	0xBB0D	# 묍
0xB8B1	0xBB0F	# 묏
0xB8B2	0xBB11	# 묑
0xB8B3	0xBB88	# 뮈
0xB8B4	0xBB8C	# 뮌
0xB8B5	0xBB90	# 뮐
0xB8B6	0xBBDC	# 믜
0xB8B7	0xBBE0	# 믠
0xB8B8	0xBBEC	# 믬
0xB8B9	0xBAC4	# 뫄
0xB8BA	0xBAC8	# 뫈
0xB8BB	0xBAD9	# 뫙
0xB8BC	0xBAD8	# 뫘
0xB8BD	0xBB50	# 뭐
0xB8BE	0xBB54	# 뭔
0xB8BF	0xBB58	# 뭘
0xB8C0	0xBB60	# 뭠
0xB8C1	0xBB61	# 뭡
0xB8C2	0xBB63	# 뭣
0xB8C3	0xBB64	# 뭤
0xB8C4	0xBAE0	# 뫠
0xB8C5	0xBB6C	# 뭬
0xB8C6	0xBC14	# 바
0xB8C7	0xBC15	# 박
0xB8C8	0xBC17	# 밗
0xB8C9	0xBC18	# 반
0xB8CA	0xBC1B	# 받
0xB8CB	0xBC1C	# 발
0xB8CC	0xBC1D	# 밝
0xB8CD	0xBC1E	# 밞
0xB8CE	0xBC1F	# 밟
0xB8CF	0xBC24	# 밤
0xB8D0	0xBC25	# 밥
0xB8D1	0xBC27	# 밧
0xB8D2	0xBC29	# 방
0xB8D3	0xBC2D	# 밭
0xB8D4	0xBC16	# 밖
0xB8D5	0xBC4C	# 뱌
0xB8D6	0xBC4D	# 뱍
0xB8D7	0xBC50	# 뱐
0xB8D8	0xBC5C	# 뱜
0xB8D9	0xBC5D	# 뱝
0xB8DA	0xBC84	# 버
0xB8DB	0xBC85	# 벅
0xB8DC	0xBC88	# 번
0xB8DD	0xBC8B	# 벋
0xB8DE	0xBC8C	# 벌
0xB8DF	0xBC8D	# 벍
0xB8E0	0xBC8E	# 벎
0xB8E1	0xBC94	# 범
0xB8E2	0xBC95	# 법
0xB8E3	0xBC97	# 벗
0xB8E4	0xBC99	# 벙
0xB8E5	0xBC9A	# 벚
0xB8E6	0xBC9C	# 벜
0xB8E7	0xBC98	# 벘
0xB8E8	0xBCBC	# 벼
0xB8E9	0xBCBD	# 벽
0xB8EA	0xBCC0	# 변
0xB8EB	0xBCC4	# 별
0xB8EC	0xBCCC	# 볌
0xB8ED	0xBCCD	# 볍
0xB8EE	0xBCCF	# 볏
0xB8EF	0xBCD1	# 병
0xB8F0	0xBCD3	# 볓
0xB8F1	0xBCD5	# 볕
0xB8F2	0xBCD0	# 볐
0xB8F3	0xBCF4	# 보
0xB8F4	0xBCF5	# 복
0xB8F5	0xBCF8	# 본
0xB8F6	0xBCFC	# 볼
0xB8F7	0xBD04	# 봄
0xB8F8	0xBD05	# 봅
0xB8F9	0xBD07	# 봇
0xB8FA	0xBD09	# 봉
0xB8FB	0xBD0F	# 봏
0xB8FC	0xBCF6	# 볶
0xB8FD	0xBD64	# 뵤
0xB8FE	0xBD68	# 뵨
0xB941	0xCA88	# 쪈
0xB942	0xCA89	# 쪉
0xB943	0xCA8A	# 쪊
0xB944	0xCA8B	# 쪋
0xB945	0xCA8C	# 쪌
0xB946	0xCA8D	# 쪍
0xB947	0xCA8E	# 쪎
0xB948	0xCA8F	# 쪏
0xB949	0xCA90	# 쪐
0xB94A	0xCA91	# 쪑
0xB94B	0xCA92	# 쪒
0xB94C	0xCA93	# 쪓
0xB94D	0xCA94	# 쪔
0xB94E	0xCA95	# 쪕
0xB94F	0xCA96	# 쪖
0xB950	0xCA97	# 쪗
0xB951	0xCA99	# 쪙
0xB952	0xCA9A	# 쪚
0xB953	0xCA9B	# 쪛
0xB954	0xCA9C	# 쪜
0xB955	0xCA9D	# 쪝
0xB956	0xCA9E	# 쪞
0xB957	0xCA9F	# 쪟
0xB958	0xCA86	# 쪆
0xB959	0xCABF	# 쪿
0xB95A	0xCAC1	# 쫁
0xB961	0xCAC2	# 쫂
0xB962	0xCAC3	# 쫃
0xB963	0xCAC5	# 쫅
0xB964	0xCAC6	# 쫆
0xB965	0xCAC7	# 쫇
0xB966	0xCAC8	# 쫈
0xB967	0xCAC9	# 쫉
0xB968	0xCACA	# 쫊
0xB969	0xCACB	# 쫋
0xB96A	0xCACE	# 쫎
0xB96B	0xCAD4	# 쫔
0xB96C	0xCAD5	# 쫕
0xB96D	0xCAD6	# 쫖
0xB96E	0xCABE	# 쪾
0xB96F	0xCAD0	# 쫐
0xB970	0xCB2D	# 쬭
0xB971	0xCB2F	# 쬯
0xB972	0xCB31	# 쬱
0xB973	0xCB32	# 쬲
0xB974	0xCB33	# 쬳
0xB975	0xCB34	# 쬴
0xB976	0xCB35	# 쬵
0xB977	0xCB36	# 쬶
0xB978	0xCB37	# 쬷
0xB979	0xCB38	# 쬸
0xB97A	0xCB39	# 쬹
0xB981	0xCB3A	# 쬺
0xB982	0xCB3B	# 쬻
0xB983	0xCB3D	# 쬽
0xB984	0xCB3E	# 쬾
0xB985	0xCB3F	# 쬿
0xB986	0xCB42	# 쭂
0xB987	0xCB43	# 쭃
0xB988	0xCB44	# 쭄
0xB989	0xCB45	# 쭅
0xB98A	0xCB46	# 쭆
0xB98B	0xCB47	# 쭇
0xB98C	0xCB2E	# 쬮
0xB98D	0xCB40	# 쭀
0xB98E	0xCB4B	# 쭋
0xB98F	0xCB4D	# 쭍
0xB990	0xCB4E	# 쭎
0xB991	0xCB4F	# 쭏
0xB992	0xCB51	# 쭑
0xB993	0xCB52	# 쭒
0xB994	0xCB53	# 쭓
0xB995	0xCB54	# 쭔
0xB996	0xCB55	# 쭕
0xB997	0xCB56	# 쭖
0xB998	0xCB57	# 쭗
0xB999	0xCB5A	# 쭚
0xB99A	0xCB5E	# 쭞
0xB99B	0xCB5F	# 쭟
0xB99C	0xCB60	# 쭠
0xB99D	0xCB61	# 쭡
0xB99E	0xCB62	# 쭢
0xB99F	0xCB63	# 쭣
0xB9A0	0xCB4A	# 쭊
0xB9A1	0xBD6C	# 뵬
0xB9A2	0xBD80	# 부
0xB9A3	0xBD81	# 북
0xB9A4	0xBD84	# 분
0xB9A5	0xBD87	# 붇
0xB9A6	0xBD88	# 불
0xB9A7	0xBD89	# 붉
0xB9A8	0xBD8A	# 붊
0xB9A9	0xBD90	# 붐
0xB9AA	0xBD91	# 붑
0xB9AB	0xBD93	# 붓
0xB9AC	0xBD95	# 붕
0xB9AD	0xBD99	# 붙
0xB9AE	0xBD9A	# 붚
0xB9AF	0xBDF0	# 뷰
0xB9B0	0xBDF4	# 뷴
0xB9B1	0xBDF8	# 뷸
0xB9B2	0xBE00	# 븀
0xB9B3	0xBE01	# 븁
0xB9B4	0xBE03	# 븃
0xB9B5	0xBE05	# 븅
0xB9B6	0xBE0C	# 브
0xB9B7	0xBE0D	# 븍
0xB9B8	0xBE10	# 븐
0xB9B9	0xBE14	# 블
0xB9BA	0xBE1C	# 븜
0xB9BB	0xBE1D	# 븝
0xB9BC	0xBE1F	# 븟
0xB9BD	0xBE21	# 븡
0xB9BE	0xBE44	# 비
0xB9BF	0xBE45	# 빅
0xB9C0	0xBE48	# 빈
0xB9C1	0xBE4C	# 빌
0xB9C2	0xBE4E	# 빎
0xB9C3	0xBE54	# 빔
0xB9C4	0xBE55	# 빕
0xB9C5	0xBE57	# 빗
0xB9C6	0xBE59	# 빙
0xB9C7	0xBE5A	# 빚
0xB9C8	0xBE5B	# 빛
0xB9C9	0xBC30	# 배
0xB9CA	0xBC31	# 백
0xB9CB	0xBC34	# 밴
0xB9CC	0xBC37	# 밷
0xB9CD	0xBC38	# 밸
0xB9CE	0xBC40	# 뱀
0xB9CF	0xBC41	# 뱁
0xB9D0	0xBC43	# 뱃
0xB9D1	0xBC45	# 뱅
0xB9D2	0xBC49	# 뱉
0xB9D3	0xBC44	# 뱄
0xB9D4	0xBC68	# 뱨
0xB9D5	0xBCA0	# 베
0xB9D6	0xBCA1	# 벡
0xB9D7	0xBCA4	# 벤
0xB9D8	0xBCA7	# 벧
0xB9D9	0xBCA8	# 벨
0xB9DA	0xBCB0	# 벰
0xB9DB	0xBCB1	# 벱
0xB9DC	0xBCB3	# 벳
0xB9DD	0xBCB5	# 벵
0xB9DE	0xBCB4	# 벴
0xB9DF	0xBCD8	# 볘
0xB9E0	0xBCDC	# 볜
0xB9E1	0xBD48	# 뵈
0xB9E2	0xBD49	# 뵉
0xB9E3	0xBD4C	# 뵌
0xB9E4	0xBD50	# 뵐
0xB9E5	0xBD58	# 뵘
0xB9E6	0xBD59	# 뵙
0xB9E7	0xBD5C	# 뵜
0xB9E8	0xBDD4	# 뷔
0xB9E9	0xBDD5	# 뷕
0xB9EA	0xBDD8	# 뷘
0xB9EB	0xBDDC	# 뷜
0xB9EC	0xBDE9	# 뷩
0xB9ED	0xBE28	# 븨
0xB9EE	0xBE2C	# 븬
0xB9EF	0xBE30	# 븰
0xB9F0	0xBE3D	# 븽
0xB9F1	0xBD10	# 봐
0xB9F2	0xBD14	# 봔
0xB9F3	0xBD21	# 봡
0xB9F4	0xBD23	# 봣
0xB9F5	0xBD24	# 봤
0xB9F6	0xBD9C	# 붜
0xB9F7	0xBDA4	# 붤
0xB9F8	0xBDAF	# 붯
0xB9F9	0xBDB4	# 붴
0xB9FA	0xBDB0	# 붰
0xB9FB	0xBD2C	# 봬
0xB9FC	0xBD30	# 봰
0xB9FD	0xBD40	# 뵀
0xB9FE	0xBDB8	# 붸
0xBA41	0xCB5C	# 쭜
0xBA42	0xCBB9	# 쮹
0xBA43	0xCBBB	# 쮻
0xBA44	0xCBBC	# 쮼
0xBA45	0xCBBD	# 쮽
0xBA46	0xCBBE	# 쮾
0xBA47	0xCBBF	# 쮿
0xBA48	0xCBC1	# 쯁
0xBA49	0xCBC2	# 쯂
0xBA4A	0xCBC3	# 쯃
0xBA4B	0xCBC4	# 쯄
0xBA4C	0xCBC5	# 쯅
0xBA4D	0xCBC6	# 쯆
0xBA4E	0xCBC7	# 쯇
0xBA4F	0xCBC8	# 쯈
0xBA50	0xCBC9	# 쯉
0xBA51	0xCBCA	# 쯊
0xBA52	0xCBCB	# 쯋
0xBA53	0xCBCD	# 쯍
0xBA54	0xCBCE	# 쯎
0xBA55	0xCBCF	# 쯏
0xBA56	0xCBD0	# 쯐
0xBA57	0xCBD1	# 쯑
0xBA58	0xCBD2	# 쯒
0xBA59	0xCBD3	# 쯓
0xBA5A	0xCBBA	# 쮺
0xBA61	0xCBCC	# 쯌
0xBA62	0xCBD7	# 쯗
0xBA63	0xCBD9	# 쯙
0xBA64	0xCBDA	# 쯚
0xBA65	0xCBDB	# 쯛
0xBA66	0xCBDD	# 쯝
0xBA67	0xCBDE	# 쯞
0xBA68	0xCBDF	# 쯟
0xBA69	0xCBE0	# 쯠
0xBA6A	0xCBE1	# 쯡
0xBA6B	0xCBE2	# 쯢
0xBA6C	0xCBE3	# 쯣
0xBA6D	0xCBE5	# 쯥
0xBA6E	0xCBE6	# 쯦
0xBA6F	0xCBEB	# 쯫
0xBA70	0xCBEC	# 쯬
0xBA71	0xCBED	# 쯭
0xBA72	0xCBEE	# 쯮
0xBA73	0xCBEF	# 쯯
0xBA74	0xCBD6	# 쯖
0xBA75	0xCBE8	# 쯨
0xBA76	0xCC0F	# 찏
0xBA77	0xCC11	# 찑
0xBA78	0xCC12	# 찒
0xBA79	0xCC13	# 찓
0xBA7A	0xCC15	# 찕
0xBA81	0xCC16	# 찖
0xBA82	0xCC17	# 찗
0xBA83	0xCC18	# 찘
0xBA84	0xCC19	# 찙
0xBA85	0xCC1A	# 찚
0xBA86	0xCC1B	# 찛
0xBA87	0xCC1E	# 찞
0xBA88	0xCC23	# 찣
0xBA89	0xCC24	# 찤
0xBA8A	0xCC25	# 찥
0xBA8B	0xCC0E	# 찎
0xBA8C	0xCC20	# 찠
0xBA8D	0xC9FB	# 짻
0xBA8E	0xC9FD	# 짽
0xBA8F	0xC9FE	# 짾
0xBA90	0xC9FF	# 짿
0xBA91	0xCA01	# 쨁
0xBA92	0xCA02	# 쨂
0xBA93	0xCA03	# 쨃
0xBA94	0xCA04	# 쨄
0xBA95	0xCA05	# 쨅
0xBA96	0xCA06	# 쨆
0xBA97	0xCA07	# 쨇
0xBA98	0xCA0A	# 쨊
0xBA99	0xCA0E	# 쨎
0xBA9A	0xCA0F	# 쨏
0xBA9B	0xCA10	# 쨐
0xBA9C	0xCA11	# 쨑
0xBA9D	0xCA12	# 쨒
0xBA9E	0xCA13	# 쨓
0xBA9F	0xC9FA	# 짺
0xBAA0	0xCA31	# 쨱
0xBAA1	0xC0AC	# 사
0xBAA2	0xC0AD	# 삭
0xBAA3	0xC0AF	# 삯
0xBAA4	0xC0B0	# 산
0xBAA5	0xC0B3	# 삳
0xBAA6	0xC0B4	# 살
0xBAA7	0xC0B5	# 삵
0xBAA8	0xC0B6	# 삶
0xBAA9	0xC0BC	# 삼
0xBAAA	0xC0BD	# 삽
0xBAAB	0xC0BF	# 삿
0xBAAC	0xC0C1	# 상
0xBAAD	0xC0C5	# 샅
0xBAAE	0xC0C0	# 샀
0xBAAF	0xC0E4	# 샤
0xBAB0	0xC0E5	# 샥
0xBAB1	0xC0E8	# 샨
0xBAB2	0xC0EC	# 샬
0xBAB3	0xC0F4	# 샴
0xBAB4	0xC0F5	# 샵
0xBAB5	0xC0F7	# 샷
0xBAB6	0xC0F9	# 샹
0xBAB7	0xC11C	# 서
0xBAB8	0xC11D	# 석
0xBAB9	0xC11F	# 섟
0xBABA	0xC120	# 선
0xBABB	0xC123	# 섣
0xBABC	0xC124	# 설
0xBABD	0xC126	# 섦
0xBABE	0xC127	# 섧
0xBABF	0xC12C	# 섬
0xBAC0	0xC12D	# 섭
0xBAC1	0xC12F	# 섯
0xBAC2	0xC131	# 성
0xBAC3	0xC136	# 섶
0xBAC4	0xC11E	# 섞
0xBAC5	0xC130	# 섰
0xBAC6	0xC154	# 셔
0xBAC7	0xC155	# 셕
0xBAC8	0xC158	# 션
0xBAC9	0xC15C	# 셜
0xBACA	0xC164	# 셤
0xBACB	0xC165	# 셥
0xBACC	0xC167	# 셧
0xBACD	0xC169	# 셩
0xBACE	0xC168	# 셨
0xBACF	0xC18C	# 소
0xBAD0	0xC18D	# 속
0xBAD1	0xC190	# 손
0xBAD2	0xC193	# 솓
0xBAD3	0xC194	# 솔
0xBAD4	0xC196	# 솖
0xBAD5	0xC19C	# 솜
